0	1.3906	0	0	0	0	0
-2.19E-18	1.3906	2.23E-13	-2.19E-15	4.83E-09	-2.19E-12	1.93E-05
-7.78E-17	1.3906	7.48E-12	-7.56E-14	7.69E-08	-7.34E-11	0.00015332
-7.36E-16	1.3906	5.93E-11	-6.58E-13	3.87E-07	-5.82E-10	0.00051374
-3.95E-15	1.3906	2.61E-10	-3.21E-12	1.22E-06	-2.56E-09	0.001209
-1.53E-14	1.3906	8.27E-10	-1.13E-11	2.95E-06	-8.11E-09	0.0023441
-4.75E-14	1.3906	2.13E-09	-3.23E-11	6.08E-06	-2.09E-08	0.0040212
-1.27E-13	1.3906	4.78E-09	-7.92E-11	1.12E-05	-4.69E-08	0.0063388
-3.01E-13	1.3906	9.64E-09	-1.74E-10	1.90E-05	-9.46E-08	0.0093926
-6.51E-13	1.3906	1.79E-08	-3.50E-10	3.03E-05	-1.76E-07	0.013275
-1.31E-12	1.3906	3.13E-08	-6.58E-10	4.59E-05	-3.08E-07	0.018075
-2.48E-12	1.3906	5.19E-08	-1.17E-09	6.68E-05	-5.11E-07	0.02388
-4.46E-12	1.3906	8.25E-08	-1.98E-09	9.40E-05	-8.12E-07	0.030772
-7.68E-12	1.3906	1.27E-07	-3.23E-09	0.00012869	-1.25E-06	0.038831
-1.28E-11	1.3906	1.88E-07	-5.08E-09	0.00017206	-1.85E-06	0.048136
-2.05E-11	1.3906	2.72E-07	-7.77E-09	0.0002254	-2.69E-06	0.058759
-3.21E-11	1.3906	3.85E-07	-1.16E-08	0.00029005	-3.81E-06	0.070773
-4.90E-11	1.3906	5.34E-07	-1.69E-08	0.00036743	-5.28E-06	0.084246
-7.30E-11	1.3906	7.26E-07	-2.41E-08	0.00045905	-7.20E-06	0.099244
-1.07E-10	1.3906	9.73E-07	-3.37E-08	0.00056645	-9.65E-06	0.11583
-1.53E-10	1.3906	1.28E-06	-4.65E-08	0.00069125	-1.28E-05	0.13406
-2.16E-10	1.3906	1.67E-06	-6.31E-08	0.00083514	-1.67E-05	0.154
-3.01E-10	1.3906	2.15E-06	-8.46E-08	0.00099983	-2.15E-05	0.17569
-4.13E-10	1.3906	2.74E-06	-1.12E-07	0.0011871	-2.74E-05	0.1992
-5.60E-10	1.3906	3.45E-06	-1.47E-07	0.0013989	-3.46E-05	0.22457
-7.49E-10	1.3906	4.30E-06	-1.90E-07	0.0016369	-4.33E-05	0.25184
-9.93E-10	1.3906	5.33E-06	-2.44E-07	0.0019032	-5.37E-05	0.28106
-1.30E-09	1.3906	6.54E-06	-3.10E-07	0.0021997	-6.62E-05	0.31228
-1.69E-09	1.3906	7.97E-06	-3.91E-07	0.0025284	-8.09E-05	0.34553
-2.18E-09	1.3906	9.65E-06	-4.89E-07	0.0028914	-9.83E-05	0.38084
-2.79E-09	1.3907	1.16E-05	-6.08E-07	0.0032908	-0.00011865	0.41825
-3.54E-09	1.3907	1.39E-05	-7.50E-07	0.0037286	-0.00014238	0.4578
-4.46E-09	1.3907	1.65E-05	-9.20E-07	0.0042071	-0.00016995	0.4995
-5.58E-09	1.3907	1.95E-05	-1.12E-06	0.0047284	-0.00020181	0.54339
-6.94E-09	1.3907	2.29E-05	-1.36E-06	0.0052946	-0.0002385	0.5895
-8.58E-09	1.3907	2.69E-05	-1.64E-06	0.0059081	-0.0002806	0.63783
-1.06E-08	1.3907	3.13E-05	-1.97E-06	0.0065711	-0.00032871	0.68842
-1.29E-08	1.3907	3.64E-05	-2.35E-06	0.0072857	-0.00038354	0.74129
-1.57E-08	1.3907	4.20E-05	-2.80E-06	0.0080544	-0.00044581	0.79643
-1.90E-08	1.3907	4.84E-05	-3.32E-06	0.0088793	-0.00051632	0.85387
-2.29E-08	1.3907	5.56E-05	-3.91E-06	0.0097629	-0.00059594	0.91363
-2.75E-08	1.3907	6.36E-05	-4.60E-06	0.010707	-0.0006856	0.9757
-3.29E-08	1.3907	7.25E-05	-5.38E-06	0.011715	-0.00078632	1.0401
-3.92E-08	1.3907	8.24E-05	-6.28E-06	0.012788	-0.00089918	1.1068
-4.65E-08	1.3908	9.33E-05	-7.31E-06	0.013929	-0.0010253	1.1759
-5.50E-08	1.3908	0.00010546	-8.47E-06	0.015141	-0.0011661	1.2472
-6.48E-08	1.3908	0.00011883	-9.80E-06	0.016425	-0.0013227	1.321
-7.61E-08	1.3908	0.00013356	-1.13E-05	0.017784	-0.0014968	1.397
-8.90E-08	1.3908	0.00014972	-1.30E-05	0.01922	-0.0016897	1.4754
-1.04E-07	1.3908	0.00016745	-1.49E-05	0.020735	-0.0019032	1.556
-1.21E-07	1.3909	0.00018683	-1.70E-05	0.022332	-0.002139	1.639
-1.40E-07	1.3909	0.000208	-1.94E-05	0.024014	-0.0023991	1.7243
-1.62E-07	1.3909	0.00023106	-2.21E-05	0.025782	-0.0026854	1.8118
-1.88E-07	1.3909	0.00025616	-2.51E-05	0.027638	-0.003	1.9016
-2.16E-07	1.391	0.00028341	-2.85E-05	0.029586	-0.0033453	1.9937
-2.48E-07	1.391	0.00031297	-3.22E-05	0.031626	-0.0037237	2.088
-2.85E-07	1.391	0.00034496	-3.63E-05	0.033762	-0.0041377	2.1845
-3.25E-07	1.3911	0.00037955	-4.09E-05	0.035996	-0.00459	2.2832
-3.71E-07	1.3911	0.00041688	-4.60E-05	0.03833	-0.0050835	2.3841
-4.23E-07	1.3911	0.00045712	-5.16E-05	0.040765	-0.0056213	2.4871
-4.81E-07	1.3912	0.00050044	-5.78E-05	0.043305	-0.0062066	2.5922
-5.46E-07	1.3912	0.000547	-6.47E-05	0.04595	-0.0068427	2.6995
-6.18E-07	1.3913	0.00059698	-7.22E-05	0.048704	-0.0075332	2.8088
-6.98E-07	1.3913	0.00065058	-8.05E-05	0.051568	-0.008282	2.9201
-7.88E-07	1.3914	0.00070798	-8.96E-05	0.054545	-0.0090929	3.0334
-8.87E-07	1.3914	0.00076938	-9.95E-05	0.057636	-0.0099702	3.1487
-9.98E-07	1.3915	0.00083499	-0.00011046	0.060843	-0.010918	3.2659
-1.12E-06	1.3916	0.000905	-0.0001224	0.064168	-0.011942	3.385
-1.26E-06	1.3916	0.00097965	-0.00013544	0.067614	-0.013045	3.506
-1.41E-06	1.3917	0.0010592	-0.00014968	0.071181	-0.014234	3.6288
-1.57E-06	1.3918	0.0011437	-0.00016519	0.074872	-0.015513	3.7534
-1.75E-06	1.3918	0.0012337	-0.00018208	0.078688	-0.016888	3.8797
-1.95E-06	1.3919	0.0013291	-0.00020044	0.082632	-0.018366	4.0078
-2.17E-06	1.392	0.0014304	-0.0002204	0.086704	-0.019951	4.1375
-2.42E-06	1.3921	0.0015378	-0.00024205	0.090907	-0.02165	4.2688
-2.68E-06	1.3922	0.0016515	-0.00026552	0.095242	-0.02347	4.4016
-2.97E-06	1.3923	0.0017717	-0.00029093	0.099711	-0.025418	4.536
-3.29E-06	1.3924	0.0018989	-0.00031843	0.10432	-0.0275	4.6719
-3.64E-06	1.3925	0.0020332	-0.00034816	0.10906	-0.029724	4.8092
-4.02E-06	1.3926	0.002175	-0.00038026	0.11393	-0.032099	4.9479
-4.43E-06	1.3927	0.0023245	-0.00041489	0.11895	-0.034631	5.0879
-4.89E-06	1.3928	0.0024821	-0.00045222	0.12411	-0.037329	5.2292
-5.38E-06	1.393	0.002648	-0.00049242	0.12941	-0.040202	5.3718
-5.91E-06	1.3931	0.0028226	-0.00053568	0.13485	-0.043258	5.5155
-6.50E-06	1.3932	0.0030062	-0.00058218	0.14044	-0.046507	5.6603
-7.13E-06	1.3934	0.0031991	-0.00063214	0.14618	-0.049958	5.8062
-7.81E-06	1.3935	0.0034017	-0.00068576	0.15205	-0.053621	5.9531
-8.56E-06	1.3937	0.0036143	-0.00074327	0.15808	-0.057507	6.101
-9.36E-06	1.3939	0.0038372	-0.00080489	0.16426	-0.061625	6.2498
-1.02E-05	1.394	0.0040708	-0.00087088	0.17058	-0.065986	6.3994
-1.12E-05	1.3942	0.0043155	-0.00094148	0.17706	-0.070601	6.5499
-1.22E-05	1.3944	0.0045716	-0.001017	0.18368	-0.075483	6.701
-1.33E-05	1.3946	0.0048395	-0.0010976	0.19046	-0.080641	6.8528
-1.45E-05	1.3948	0.0051197	-0.0011837	0.19739	-0.086089	7.0053
-1.57E-05	1.395	0.0054123	-0.0012755	0.20447	-0.091839	7.1583
-1.71E-05	1.3952	0.005718	-0.0013734	0.2117	-0.097903	7.3118
-1.86E-05	1.3954	0.006037	-0.0014777	0.21909	-0.10429	7.4658
-2.02E-05	1.3956	0.0063698	-0.0015888	0.22664	-0.11103	7.6201
-2.19E-05	1.3958	0.0067167	-0.0017069	0.23433	-0.11811	7.7747
-2.37E-05	1.3961	0.0070782	-0.0018324	0.24219	-0.12557	7.9296
-2.57E-05	1.3963	0.0074548	-0.0019658	0.25019	-0.1334	8.0847
-2.78E-05	1.3966	0.0078467	-0.0021075	0.25835	-0.14164	8.24
-3.01E-05	1.3968	0.0082546	-0.0022578	0.26667	-0.15028	8.3953
-3.25E-05	1.3971	0.0086787	-0.0024171	0.27515	-0.15935	8.5506
-3.51E-05	1.3974	0.0091196	-0.002586	0.28377	-0.16886	8.7058
-3.78E-05	1.3977	0.0095777	-0.0027648	0.29256	-0.17883	8.861
-4.08E-05	1.398	0.010053	-0.0029541	0.3015	-0.18927	9.0159
-4.39E-05	1.3983	0.010547	-0.0031543	0.31059	-0.2002	9.1706
-4.73E-05	1.3986	0.01106	-0.0033659	0.31984	-0.21164	9.325
-5.09E-05	1.3989	0.011591	-0.0035895	0.32924	-0.22359	9.4791
-5.47E-05	1.3993	0.012142	-0.0038256	0.33879	-0.23609	9.6327
-5.88E-05	1.3996	0.012713	-0.0040747	0.3485	-0.24913	9.7858
-6.31E-05	1.3999	0.013304	-0.0043375	0.35837	-0.26275	9.9384
-6.77E-05	1.4003	0.013917	-0.0046144	0.36838	-0.27696	10.09
-7.26E-05	1.4007	0.01455	-0.0049062	0.37855	-0.29178	10.242
-7.79E-05	1.4011	0.015206	-0.0052134	0.38886	-0.30722	10.392
-8.34E-05	1.4015	0.015884	-0.0055367	0.39933	-0.3233	10.542
-8.93E-05	1.4019	0.016585	-0.0058768	0.40995	-0.34004	10.691
-9.55E-05	1.4023	0.01731	-0.0062342	0.42071	-0.35745	10.839
-0.00010212	1.4027	0.018058	-0.0066098	0.43162	-0.37556	10.985
-0.00010912	1.4031	0.018831	-0.0070042	0.44268	-0.39438	11.131
-0.00011654	1.4036	0.019628	-0.0074181	0.45389	-0.41394	11.276
-0.00012439	1.4041	0.020451	-0.0078523	0.46523	-0.43424	11.42
-0.0001327	1.4045	0.021301	-0.0083076	0.47672	-0.4553	11.562
-0.00014149	1.405	0.022176	-0.0087848	0.48836	-0.47715	11.703
-0.00015077	1.4055	0.023079	-0.0092846	0.50013	-0.4998	11.843
-0.00016058	1.406	0.024009	-0.0098079	0.51204	-0.52327	11.981
-0.00017093	1.4065	0.024967	-0.010355	0.52409	-0.54758	12.117
-0.00018186	1.4071	0.025954	-0.010928	0.53628	-0.57274	12.253
-0.00019339	1.4076	0.02697	-0.011527	0.5486	-0.59878	12.386
-0.00020554	1.4082	0.028015	-0.012153	0.56105	-0.6257	12.518
-0.00021835	1.4087	0.029091	-0.012806	0.57363	-0.65353	12.648
-0.00023184	1.4093	0.030198	-0.013488	0.58634	-0.68228	12.777
-0.00024604	1.4099	0.031335	-0.0142	0.59918	-0.71196	12.903
-0.00026098	1.4105	0.032505	-0.014943	0.61215	-0.74261	13.028
-0.0002767	1.4111	0.033706	-0.015717	0.62524	-0.77422	13.151
-0.00029322	1.4117	0.034941	-0.016524	0.63845	-0.80682	13.272
-0.00031059	1.4124	0.036209	-0.017365	0.65178	-0.84043	13.39
-0.00032883	1.4131	0.037511	-0.01824	0.66523	-0.87505	13.507
-0.00034798	1.4137	0.038847	-0.01915	0.6788	-0.9107	13.621
-0.00036807	1.4144	0.040218	-0.020098	0.69247	-0.94739	13.734
-0.00038916	1.4151	0.041625	-0.021083	0.70626	-0.98514	13.843
-0.00041126	1.4158	0.043068	-0.022107	0.72016	-1.024	13.951
-0.00043443	1.4166	0.044547	-0.023171	0.73416	-1.0639	14.056
-0.00045871	1.4173	0.046063	-0.024276	0.74827	-1.1049	14.159
-0.00048413	1.418	0.047617	-0.025423	0.76248	-1.147	14.259
-0.00051074	1.4188	0.049209	-0.026613	0.77679	-1.1902	14.357
-0.00053859	1.4196	0.05084	-0.027847	0.79119	-1.2346	14.453
-0.00056772	1.4204	0.05251	-0.029127	0.80569	-1.2801	14.545
-0.00059817	1.4212	0.054219	-0.030454	0.82028	-1.3267	14.635
-0.00063	1.422	0.055969	-0.031829	0.83496	-1.3745	14.722
-0.00066325	1.4229	0.05776	-0.033252	0.84973	-1.4235	14.807
-0.00069798	1.4237	0.059591	-0.034726	0.86458	-1.4736	14.889
-0.00073423	1.4246	0.061465	-0.03625	0.8795	-1.5249	14.968
-0.00077206	1.4255	0.06338	-0.037828	0.89451	-1.5773	15.044
-0.00081152	1.4264	0.065339	-0.039459	0.90959	-1.631	15.117
-0.00085266	1.4273	0.06734	-0.041145	0.92474	-1.6858	15.187
-0.00089555	1.4282	0.069385	-0.042886	0.93996	-1.7419	15.254
-0.00094023	1.4292	0.071475	-0.044686	0.95525	-1.7991	15.318
