-1.47563900994845e-15	1.43808048690122e-11	1.00000000000111	-7.07466387049169e-11	-6.74097135282329e-15	3.0157115099896e-15	-1.57762397612587e-15	1.56496547094403e-11	9.40702661015573e-13	-1.68576053782756e-11	-1.58393160461455e-15	1.39453475245419e-15	-6.61289289766482e-14	6.94024525730485e-10	4.98257435310734e-10	-0.00715588725287286	-6.4118369407386e-07	9.73229861816904e-08	-1.55383690437456e-14	1.65373108776837e-10	1.06783343486038e-10
3.33865501247248e-11	-9.28043210343172e-06	1.00004437516107	-4.91103350522658e-05	-2.28912279492426e-10	1.27495414531169e-10	1.45207234896227e-10	-2.79326651927112e-05	-0.000132342267680849	-0.000828827521177754	-5.36294840324981e-09	9.99533042263283e-10	-2.24497763291769e-09	0.000481619371781487	-0.00311574881888355	-0.0133538077987371	-6.73465996456417e-07	9.30158790109014e-08	-5.2594444357206e-08	0.00812824747107367	0.000649294821187834
6.54373775999335e-11	-1.81646479763275e-05	1.00008632253198	-9.7502613068819e-05	-4.57531839089758e-10	2.50811893696195e-10	2.78974134693339e-10	-5.35832746157115e-05	-0.00026447866537158	-0.00163044317051969	-1.05919905222927e-08	1.95096248580325e-09	-4.48584646657053e-09	0.000955908069736065	-0.00607745248658986	-0.0192478204017306	-7.04189861098351e-07	8.85560308645126e-08	-1.03846103618242e-07	0.0159849908597103	0.00258604196688343
9.61611405849029e-11	-2.66572571530187e-05	1.0001258867013	-0.00014517045555466	-6.85819839826973e-10	3.69980472681957e-10	4.01433449528593e-10	-7.69892008285924e-05	-0.00039622933434812	-0.0024050420505056	-1.56880323403011e-08	2.85478789471031e-09	-6.72232510837002e-09	0.00142283224821404	-0.00888562874159682	-0.0248411913348814	-7.33371508569675e-07	8.39467123839675e-08	-1.53768239951159e-07	0.0235729343569505	0.00579770505611612
1.25567972877919e-10	-3.47628835486418e-05	1.00016311225651	-0.000192107413268148	-9.13730701767694e-10	4.85029170963827e-10	5.12719507163224e-10	-9.81878320406e-05	-0.000527414416827103	-0.00315281924675771	-2.06519782565159e-08	3.71150743854008e-09	-8.95406600276842e-09	0.0018823566748834	-0.0115407958271856	-0.0301371868712178	-7.61027167106535e-07	7.91911942107097e-08	-2.02373944802936e-07	0.030894745186196	0.0102717461353815
1.5366800827727e-10	-4.24861510783331e-05	1.00019804378507	-0.000238307036967647	-1.14121884497554e-09	5.95986008017177e-10	6.12966635358466e-10	-0.000117216556460981	-0.000657854055025158	-0.00387396984489819	-2.54847326701779e-08	4.52161928684822e-09	-1.11807214911283e-08	0.00233444541864435	-0.014043471993471	-0.035139073283768	-7.87173072437774e-07	7.42927469861828e-08	-2.49676155941753e-07	0.0379530542168373	0.0159956257946486
1.8047138058124e-10	-4.98316836572289e-05	1.00023072587444	-0.000283762877411515	-1.36823868951415e-09	7.02879003317376e-10	7.02309161875555e-10	-0.000134112762298981	-0.000787368391158918	-0.00456868893054927	-3.01871999805279e-08	5.28562160919035e-09	-1.34019437431539e-08	0.00277906184358623	-0.0163941754976946	-0.0398501168455602	-8.11825467612986e-07	6.92546413518303e-08	-2.95687658963704e-07	0.0447504564121102	0.0229568031764343
2.05988223588118e-10	-5.68041052004656e-05	1.00026120311208	-0.000328468485358115	-1.59474465544713e-09	8.05736176339796e-10	7.80881414475724e-10	-0.000148913837763847	-0.000915777567445012	-0.00523717158933312	-3.47602845868069e-08	6.00401257512213e-09	-1.56173846888145e-08	0.00321616860301144	-0.0185934246045107	-0.0442735838296226	-8.3500060283206e-07	6.40801479490958e-08	-3.40421088802329e-07	0.0512895112765582	0.0311427359847289
2.30228671096189e-10	-6.34080396231795e-05	1.00028952008547	-0.000372417411565809	-1.82069116283811e-09	9.04585546559808e-10	8.48817720920208e-10	-0.000161657171064824	-0.00104290172610008	-0.00587961290687197	-3.92048908882556e-08	6.67729035419919e-09	-1.78266959507569e-08	0.00364572763352619	-0.020641737586292	-0.0484127405089834	-8.56714735276211e-07	5.87725374194229e-08	-3.8388893124092e-07	0.057572743303097	0.0405408804937707
2.53202856903741e-10	-6.9648110840507e-05	1.00031572138206	-0.000415603206792955	-2.04603263175072e-09	9.99455133452784e-10	9.06252408970241e-10	-0.000172380150411159	-0.00116856100934074	-0.006496207968788	-4.35219232841149e-08	7.30595311597717e-09	-2.00295287772102e-08	0.00406770014919831	-0.0225396327234204	-0.0522708531566709	-8.769841289405e-07	5.33350804042552e-08	-4.26103524427625e-07	0.0636026424196845	0.0511386915566739
