0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,1,0,0,0,0.00016235,0,0,0.030624,0,0,0,0,0
0,0,1,0,0,0,0.00064975,0,0,0.06129,0,0,0,0,0
0,0,1,0,0,0,0.0014625,0,0,0.09198,0,0,0,0,0
0,0,1,0,0,0,0.0026008,0,0,0.12267,0,0,0,0,0
0,0,1,0,0,0,0.0040646,0,0,0.15335,0,0,0,0,0
0.00012414,0,1,0,0,0,0.0058536,0,0,0.18399,0,0,0,0,0
0.00019714,0,1,0,0,0,0.0079672,0,0,0.21457,0,0,0,0,0
0.00029428,0,1,0,0,0,0.010405,0,0,0.24507,0,0,0,0,0
0.00041899,0,1,0,0,0,0.013165,0,0,0.27547,0,0,0,0,0
0.00057468,0,1,0,0,0,0.016248,0,0,0.30575,0,0,0,0,0
0.00076477,0,1,0,0,0,0.01965,0,0,0.33587,0,0,0,0,0
0.00099264,0,1,0,0,0,0.023372,0,0,0.36583,0,0,0,0,0
0.0012617,0,1,0,0,0,0.02741,0,0,0.3956,0,0,0,0,0
0.0015752,0,1,0,0,0,0.031762,0,0,0.42515,0,0,0,0,0
0.0019365,0,1,0,0,0,0.036427,0,0,0.45446,0,0,0,0,0
0.002349,0,1,0,0,0,0.041402,0,0,0.48351,0,0,0,0,0
0.0028158,0,1,0,0,0,0.046683,0,0,0.51228,0,0,0,0,0
0.0033403,0,1,0,0,0,0.052267,0,0,0.54073,0,0,0,0,0
0.0039256,0,1,0,0,0,0.058151,0,0,0.56884,0,0,0,0,0
0.0045748,0,1,0,0,0,0.064332,0,0,0.5966,0,0,0,0,0
0.0052912,0,1,0,0,0,0.070805,0,0,0.62398,0,0,0,0,0
0.0060778,0,1,0,0,0,0.077567,0,0,0.65095,0,0,0,0,0
0.0069376,0,1,0,0,0,0.084612,0,0,0.67749,0,0,0,0,0
0.0078736,0,1,0,0,0,0.091936,0,0,0.70357,0,0,0,0,0
0.0088887,0,1,0,0,0,0.099534,0,0,0.72917,0,0,0,0,0
